electoral_division,state,gender,age,age_lower,age_upper,eligible,participant
Cunningham,New South Wales Divisions,male,80-84,80,84,"1,578","1,387"
Cunningham,New South Wales Divisions,male,85+,85,125,"1,472","1,229"
Dobell,New South Wales Divisions,female,18-19,18,19,"1,745","1,392"
Dobell,New South Wales Divisions,female,20-24,20,24,"4,681","3,476"
Dobell,New South Wales Divisions,female,25-29,25,29,"4,419","3,205"
Dobell,New South Wales Divisions,female,30-34,30,34,"4,334","3,266"
Dobell,New South Wales Divisions,female,35-39,35,39,"4,344","3,224"
Dobell,New South Wales Divisions,female,40-44,40,44,"4,510","3,455"
Dobell,New South Wales Divisions,female,45-49,45,49,"4,967","3,979"
Dobell,New South Wales Divisions,female,50-54,50,54,"4,646","3,826"
Dobell,New South Wales Divisions,female,55-59,55,59,"5,022","4,279"
Dobell,New South Wales Divisions,female,60-64,60,64,"4,678","4,095"
Dobell,New South Wales Divisions,female,65-69,65,69,"4,447","3,991"
Dobell,New South Wales Divisions,female,70-74,70,74,"3,835","3,488"
Dobell,New South Wales Divisions,female,75-79,75,79,"2,853","2,564"
Dobell,New South Wales Divisions,female,80-84,80,84,"2,180","1,899"
Dobell,New South Wales Divisions,female,85+,85,125,"2,768","2,106"
Dobell,New South Wales Divisions,male,18-19,18,19,"1,718","1,272"
Dobell,New South Wales Divisions,male,20-24,20,24,"4,724","3,184"
Dobell,New South Wales Divisions,male,25-29,25,29,"4,345","2,914"
Dobell,New South Wales Divisions,male,30-34,30,34,"4,292","2,898"
Dobell,New South Wales Divisions,male,35-39,35,39,"4,260","2,841"
Dobell,New South Wales Divisions,male,40-44,40,44,"4,372","3,063"
Dobell,New South Wales Divisions,male,45-49,45,49,"4,744","3,442"
Dobell,New South Wales Divisions,male,50-54,50,54,"4,480","3,443"
Dobell,New South Wales Divisions,male,55-59,55,59,"4,544","3,696"
Dobell,New South Wales Divisions,male,60-64,60,64,"4,173","3,534"
Dobell,New South Wales Divisions,male,65-69,65,69,"3,905","3,468"
Dobell,New South Wales Divisions,male,70-74,70,74,"3,356","2,973"
Dobell,New South Wales Divisions,male,75-79,75,79,"2,435","2,202"
Dobell,New South Wales Divisions,male,80-84,80,84,"1,589","1,405"
Dobell,New South Wales Divisions,male,85+,85,125,"1,612","1,334"
Eden-Monaro,New South Wales Divisions,female,18-19,18,19,"1,412","1,122"
Eden-Monaro,New South Wales Divisions,female,20-24,20,24,"3,439","2,553"
Eden-Monaro,New South Wales Divisions,female,25-29,25,29,"3,531","2,622"
Eden-Monaro,New South Wales Divisions,female,30-34,30,34,"3,873","2,909"
Eden-Monaro,New South Wales Divisions,female,35-39,35,39,"3,980","3,031"
Eden-Monaro,New South Wales Divisions,female,40-44,40,44,"4,428","3,484"
Eden-Monaro,New South Wales Divisions,female,45-49,45,49,"5,293","4,268"
Eden-Monaro,New South Wales Divisions,female,50-54,50,54,"5,114","4,282"
Eden-Monaro,New South Wales Divisions,female,55-59,55,59,"5,533","4,785"
Eden-Monaro,New South Wales Divisions,female,60-64,60,64,"5,122","4,521"
Eden-Monaro,New South Wales Divisions,female,65-69,65,69,"4,561","4,075"
Eden-Monaro,New South Wales Divisions,female,70-74,70,74,"3,474","3,120"
Eden-Monaro,New South Wales Divisions,female,75-79,75,79,"2,393","2,095"
Eden-Monaro,New South Wales Divisions,female,80-84,80,84,"1,602","1,370"
Eden-Monaro,New South Wales Divisions,female,85+,85,125,"1,771","1,394"
Eden-Monaro,New South Wales Divisions,male,18-19,18,19,"1,328",973
Eden-Monaro,New South Wales Divisions,male,20-24,20,24,"3,455","2,274"
Eden-Monaro,New South Wales Divisions,male,25-29,25,29,"3,597","2,409"
Eden-Monaro,New South Wales Divisions,male,30-34,30,34,"3,686","2,500"
Eden-Monaro,New South Wales Divisions,male,35-39,35,39,"3,676","2,559"
Eden-Monaro,New South Wales Divisions,male,40-44,40,44,"4,367","3,122"
Eden-Monaro,New South Wales Divisions,male,45-49,45,49,"4,957","3,655"
Eden-Monaro,New South Wales Divisions,male,50-54,50,54,"5,097","4,010"
Eden-Monaro,New South Wales Divisions,male,55-59,55,59,"5,477","4,462"
Eden-Monaro,New South Wales Divisions,male,60-64,60,64,"5,216","4,433"
Eden-Monaro,New South Wales Divisions,male,65-69,65,69,"4,708","4,113"
Eden-Monaro,New South Wales Divisions,male,70-74,70,74,"3,669","3,282"
Eden-Monaro,New South Wales Divisions,male,75-79,75,79,"2,423","2,142"
Eden-Monaro,New South Wales Divisions,male,80-84,80,84,"1,406","1,228"
Eden-Monaro,New South Wales Divisions,male,85+,85,125,"1,128",915
Farrer,New South Wales Divisions,female,18-19,18,19,"1,608","1,245"
Farrer,New South Wales Divisions,female,20-24,20,24,"4,081","2,727"
Farrer,New South Wales Divisions,female,25-29,25,29,"3,835","2,719"
Farrer,New South Wales Divisions,female,30-34,30,34,"3,755","2,628"
Farrer,New South Wales Divisions,female,35-39,35,39,"3,905","2,812"
Farrer,New South Wales Divisions,female,40-44,40,44,"4,264","3,130"
Farrer,New South Wales Divisions,female,45-49,45,49,"4,708","3,625"
Farrer,New South Wales Divisions,female,50-54,50,54,"4,867","3,901"
Farrer,New South Wales Divisions,female,55-59,55,59,"5,340","4,497"
Farrer,New South Wales Divisions,female,60-64,60,64,"5,008","4,322"
Farrer,New South Wales Divisions,female,65-69,65,69,"4,627","4,093"
Farrer,New South Wales Divisions,female,70-74,70,74,"4,046","3,609"
Farrer,New South Wales Divisions,female,75-79,75,79,"3,028","2,680"
Farrer,New South Wales Divisions,female,80-84,80,84,"2,251","1,937"
Farrer,New South Wales Divisions,female,85+,85,125,"2,427","1,915"
Farrer,New South Wales Divisions,male,18-19,18,19,"1,458","1,008"
Farrer,New South Wales Divisions,male,20-24,20,24,"4,439","2,759"
Farrer,New South Wales Divisions,male,25-29,25,29,"3,839","2,367"
Farrer,New South Wales Divisions,male,30-34,30,34,"3,660","2,280"
Farrer,New South Wales Divisions,male,35-39,35,39,"3,733","2,449"
Farrer,New South Wales Divisions,male,40-44,40,44,"3,982","2,683"
Farrer,New South Wales Divisions,male,45-49,45,49,"4,541","3,244"
Farrer,New South Wales Divisions,male,50-54,50,54,"4,560","3,441"
Farrer,New South Wales Divisions,male,55-59,55,59,"5,342","4,295"
Farrer,New South Wales Divisions,male,60-64,60,64,"4,980","4,131"
Farrer,New South Wales Divisions,male,65-69,65,69,"4,757","4,152"
Farrer,New South Wales Divisions,male,70-74,70,74,"3,898","3,453"
Farrer,New South Wales Divisions,male,75-79,75,79,"2,866","2,585"
Farrer,New South Wales Divisions,male,80-84,80,84,"1,906","1,678"
Farrer,New South Wales Divisions,male,85+,85,125,"1,539","1,287"
Fowler,New South Wales Divisions,female,18-19,18,19,"1,492","1,125"
Fowler,New South Wales Divisions,female,20-24,20,24,"4,831","3,547"
Fowler,New South Wales Divisions,female,25-29,25,29,"4,461","3,097"
Fowler,New South Wales Divisions,female,30-34,30,34,"4,353","2,888"
Fowler,New South Wales Divisions,female,35-39,35,39,"4,263","2,815"
Fowler,New South Wales Divisions,female,40-44,40,44,"4,458","3,065"
Fowler,New South Wales Divisions,female,45-49,45,49,"4,840","3,486"
Fowler,New South Wales Divisions,female,50-54,50,54,"4,640","3,459"
Fowler,New South Wales Divisions,female,55-59,55,59,"4,897","3,759"
Fowler,New South Wales Divisions,female,60-64,60,64,"4,637","3,634"
Fowler,New South Wales Divisions,female,65-69,65,69,"3,732","3,013"
Fowler,New South Wales Divisions,female,70-74,70,74,"2,435","1,994"
Fowler,New South Wales Divisions,female,75-79,75,79,"1,940","1,542"
Fowler,New South Wales Divisions,female,80-84,80,84,"1,412","1,076"
Fowler,New South Wales Divisions,female,85+,85,125,"1,445","1,034"
Fowler,New South Wales Divisions,male,18-19,18,19,"1,412","1,031"
Fowler,New South Wales Divisions,male,20-24,20,24,"5,120","3,460"
Fowler,New South Wales Divisions,male,25-29,25,29,"4,549","2,998"
Fowler,New South Wales Divisions,male,30-34,30,34,"4,190","2,695"
Fowler,New South Wales Divisions,male,35-39,35,39,"4,019","2,564"
Fowler,New South Wales Divisions,male,40-44,40,44,"4,096","2,697"
Fowler,New South Wales Divisions,male,45-49,45,49,"4,536","3,112"
Fowler,New South Wales Divisions,male,50-54,50,54,"4,769","3,375"
Fowler,New South Wales Divisions,male,55-59,55,59,"5,018","3,708"
Fowler,New South Wales Divisions,male,60-64,60,64,"4,271","3,346"
Fowler,New South Wales Divisions,male,65-69,65,69,"3,581","2,876"
Fowler,New South Wales Divisions,male,70-74,70,74,"2,547","2,162"
Fowler,New South Wales Divisions,male,75-79,75,79,"1,753","1,437"
Fowler,New South Wales Divisions,male,80-84,80,84,"1,123",899
Fowler,New South Wales Divisions,male,85+,85,125,"1,015",747
Gilmore,New South Wales Divisions,female,18-19,18,19,"1,360","1,062"
Gilmore,New South Wales Divisions,female,20-24,20,24,"3,435","2,441"
Gilmore,New South Wales Divisions,female,25-29,25,29,"3,383","2,398"
Gilmore,New South Wales Divisions,female,30-34,30,34,"3,345","2,409"
Gilmore,New South Wales Divisions,female,35-39,35,39,"3,402","2,487"
Gilmore,New South Wales Divisions,female,40-44,40,44,"3,839","2,900"
Gilmore,New South Wales Divisions,female,45-49,45,49,"4,381","3,459"
Gilmore,New South Wales Divisions,female,50-54,50,54,"4,730","3,917"
Gilmore,New South Wales Divisions,female,55-59,55,59,"5,905","5,099"
Gilmore,New South Wales Divisions,female,60-64,60,64,"6,138","5,482"
Gilmore,New South Wales Divisions,female,65-69,65,69,"6,273","5,690"
Gilmore,New South Wales Divisions,female,70-74,70,74,"5,307","4,844"
Gilmore,New South Wales Divisions,female,75-79,75,79,"3,706","3,365"
Gilmore,New South Wales Divisions,female,80-84,80,84,"2,565","2,266"
Gilmore,New South Wales Divisions,female,85+,85,125,"2,732","2,170"
Gilmore,New South Wales Divisions,male,18-19,18,19,"1,284",912
Gilmore,New South Wales Divisions,male,20-24,20,24,"3,719","2,411"
Gilmore,New South Wales Divisions,male,25-29,25,29,"3,442","2,201"
Gilmore,New South Wales Divisions,male,30-34,30,34,"3,417","2,243"
Gilmore,New South Wales Divisions,male,35-39,35,39,"3,364","2,271"
Gilmore,New South Wales Divisions,male,40-44,40,44,"3,720","2,533"
Gilmore,New South Wales Divisions,male,45-49,45,49,"4,234","3,024"
Gilmore,New South Wales Divisions,male,50-54,50,54,"4,382","3,378"
Gilmore,New South Wales Divisions,male,55-59,55,59,"5,473","4,459"
Gilmore,New South Wales Divisions,male,60-64,60,64,"5,809","4,967"
Gilmore,New South Wales Divisions,male,65-69,65,69,"6,031","5,395"
Gilmore,New South Wales Divisions,male,70-74,70,74,"5,297","4,789"
Gilmore,New South Wales Divisions,male,75-79,75,79,"3,612","3,264"
Gilmore,New South Wales Divisions,male,80-84,80,84,"2,293","2,061"
Gilmore,New South Wales Divisions,male,85+,85,125,"1,866","1,550"
Grayndler,New South Wales Divisions,female,18-19,18,19,896,790
Grayndler,New South Wales Divisions,female,20-24,20,24,"4,012","3,480"
Grayndler,New South Wales Divisions,female,25-29,25,29,"5,948","5,230"
Grayndler,New South Wales Divisions,female,30-34,30,34,"6,302","5,423"
Grayndler,New South Wales Divisions,female,35-39,35,39,"6,172","5,275"
Grayndler,New South Wales Divisions,female,40-44,40,44,"5,757","4,992"
Grayndler,New South Wales Divisions,female,45-49,45,49,"5,410","4,733"
Grayndler,New South Wales Divisions,female,50-54,50,54,"4,398","3,834"
Grayndler,New South Wales Divisions,female,55-59,55,59,"4,041","3,554"
Grayndler,New South Wales Divisions,female,60-64,60,64,"3,415","3,052"
Grayndler,New South Wales Divisions,female,65-69,65,69,"3,010","2,703"
Grayndler,New South Wales Divisions,female,70-74,70,74,"2,232","1,967"
Grayndler,New South Wales Divisions,female,75-79,75,79,"1,584","1,339"
Grayndler,New South Wales Divisions,female,80-84,80,84,"1,155",969
Grayndler,New South Wales Divisions,female,85+,85,125,"1,215",915
Grayndler,New South Wales Divisions,male,18-19,18,19,826,709
Grayndler,New South Wales Divisions,male,20-24,20,24,"3,626","2,946"
Grayndler,New South Wales Divisions,male,25-29,25,29,"5,589","4,569"
Grayndler,New South Wales Divisions,male,30-34,30,34,"5,851","4,766"
Grayndler,New South Wales Divisions,male,35-39,35,39,"5,769","4,737"
Grayndler,New South Wales Divisions,male,40-44,40,44,"5,459","4,477"
Grayndler,New South Wales Divisions,male,45-49,45,49,"5,199","4,299"
Grayndler,New South Wales Divisions,male,50-54,50,54,"4,387","3,721"
Grayndler,New South Wales Divisions,male,55-59,55,59,"3,707","3,152"
Grayndler,New South Wales Divisions,male,60-64,60,64,"3,097","2,631"
Grayndler,New South Wales Divisions,male,65-69,65,69,"2,680","2,313"
Grayndler,New South Wales Divisions,male,70-74,70,74,"2,088","1,837"
Grayndler,New South Wales Divisions,male,75-79,75,79,"1,293","1,116"
Grayndler,New South Wales Divisions,male,80-84,80,84,932,786
Grayndler,New South Wales Divisions,male,85+,85,125,864,659
Greenway,New South Wales Divisions,female,18-19,18,19,"1,630","1,297"
Greenway,New South Wales Divisions,female,20-24,20,24,"4,374","3,323"
Greenway,New South Wales Divisions,female,25-29,25,29,"4,276","3,182"
Greenway,New South Wales Divisions,female,30-34,30,34,"5,719","4,052"
Greenway,New South Wales Divisions,female,35-39,35,39,"6,419","4,615"
Greenway,New South Wales Divisions,female,40-44,40,44,"5,693","4,264"
Greenway,New South Wales Divisions,female,45-49,45,49,"5,154","4,028"
Greenway,New South Wales Divisions,female,50-54,50,54,"4,307","3,524"
Greenway,New South Wales Divisions,female,55-59,55,59,"4,090","3,398"
Greenway,New South Wales Divisions,female,60-64,60,64,"3,551","3,034"
Greenway,New South Wales Divisions,female,65-69,65,69,"2,988","2,644"
Greenway,New South Wales Divisions,female,70-74,70,74,"2,200","1,951"
Greenway,New South Wales Divisions,female,75-79,75,79,"1,360","1,177"
Greenway,New South Wales Divisions,female,80-84,80,84,989,834
Greenway,New South Wales Divisions,female,85+,85,125,991,776
Greenway,New South Wales Divisions,male,18-19,18,19,"1,687","1,260"
Greenway,New South Wales Divisions,male,20-24,20,24,"4,518","3,163"
Greenway,New South Wales Divisions,male,25-29,25,29,"4,374","2,996"
Greenway,New South Wales Divisions,male,30-34,30,34,"5,463","3,661"
Greenway,New South Wales Divisions,male,35-39,35,39,"6,509","4,370"
Greenway,New South Wales Divisions,male,40-44,40,44,"6,019","4,190"
Greenway,New South Wales Divisions,male,45-49,45,49,"5,053","3,767"
Greenway,New South Wales Divisions,male,50-54,50,54,"4,416","3,448"
Greenway,New South Wales Divisions,male,55-59,55,59,"4,068","3,302"
Greenway,New South Wales Divisions,male,60-64,60,64,"3,386","2,796"
Greenway,New South Wales Divisions,male,65-69,65,69,"2,791","2,441"
Greenway,New South Wales Divisions,male,70-74,70,74,"2,093","1,850"
Greenway,New South Wales Divisions,male,75-79,75,79,"1,288","1,135"
Greenway,New South Wales Divisions,male,80-84,80,84,748,650
Greenway,New South Wales Divisions,male,85+,85,125,596,492
Hughes,New South Wales Divisions,female,18-19,18,19,"1,617","1,362"
Hughes,New South Wales Divisions,female,20-24,20,24,"4,206","3,497"
Hughes,New South Wales Divisions,female,25-29,25,29,"4,066","3,331"
Hughes,New South Wales Divisions,female,30-34,30,34,"4,288","3,527"
Hughes,New South Wales Divisions,female,35-39,35,39,"4,676","3,808"
Hughes,New South Wales Divisions,female,40-44,40,44,"5,015","4,134"
Hughes,New South Wales Divisions,female,45-49,45,49,"5,192","4,328"
Hughes,New South Wales Divisions,female,50-54,50,54,"4,606","3,945"
Hughes,New South Wales Divisions,female,55-59,55,59,"4,673","4,160"
Hughes,New South Wales Divisions,female,60-64,60,64,"4,026","3,638"
Hughes,New South Wales Divisions,female,65-69,65,69,"3,454","3,167"
Hughes,New South Wales Divisions,female,70-74,70,74,"2,952","2,741"
Hughes,New South Wales Divisions,female,75-79,75,79,"1,760","1,610"
Hughes,New South Wales Divisions,female,80-84,80,84,"1,221","1,073"
Hughes,New South Wales Divisions,female,85+,85,125,"1,480","1,209"
Hughes,New South Wales Divisions,male,18-19,18,19,"1,706","1,346"
Hughes,New South Wales Divisions,male,20-24,20,24,"4,400","3,373"
Hughes,New South Wales Divisions,male,25-29,25,29,"4,155","3,064"
Hughes,New South Wales Divisions,male,30-34,30,34,"4,124","3,153"
Hughes,New South Wales Divisions,male,35-39,35,39,"4,417","3,439"
Hughes,New South Wales Divisions,male,40-44,40,44,"4,811","3,705"
Hughes,New South Wales Divisions,male,45-49,45,49,"4,823","3,831"
Hughes,New South Wales Divisions,male,50-54,50,54,"4,466","3,699"
Hughes,New South Wales Divisions,male,55-59,55,59,"4,385","3,765"
Hughes,New South Wales Divisions,male,60-64,60,64,"3,904","3,488"
Hughes,New South Wales Divisions,male,65-69,65,69,"3,351","3,053"
Hughes,New South Wales Divisions,male,70-74,70,74,"2,717","2,504"
Hughes,New South Wales Divisions,male,75-79,75,79,"1,681","1,562"
Hughes,New South Wales Divisions,male,80-84,80,84,991,908
Hughes,New South Wales Divisions,male,85+,85,125,913,774
Hume,New South Wales Divisions,female,18-19,18,19,"1,705","1,357"
Hume,New South Wales Divisions,female,20-24,20,24,"4,475","3,356"
Hume,New South Wales Divisions,female,25-29,25,29,"4,582","3,384"
Hume,New South Wales Divisions,female,30-34,30,34,"4,710","3,463"
Hume,New South Wales Divisions,female,35-39,35,39,"4,516","3,355"
Hume,New South Wales Divisions,female,40-44,40,44,"4,927","3,774"
Hume,New South Wales Divisions,female,45-49,45,49,"5,162","4,078"
Hume,New South Wales Divisions,female,50-54,50,54,"4,859","4,036"
Hume,New South Wales Divisions,female,55-59,55,59,"4,857","4,158"
Hume,New South Wales Divisions,female,60-64,60,64,"4,347","3,792"
Hume,New South Wales Divisions,female,65-69,65,69,"4,029","3,633"
Hume,New South Wales Divisions,female,70-74,70,74,"3,126","2,834"
Hume,New South Wales Divisions,female,75-79,75,79,"2,001","1,777"
Hume,New South Wales Divisions,female,80-84,80,84,"1,389","1,177"
Hume,New South Wales Divisions,female,85+,85,125,"1,510","1,192"
Hume,New South Wales Divisions,male,18-19,18,19,"1,665","1,209"
Hume,New South Wales Divisions,male,20-24,20,24,"4,539","3,075"
Hume,New South Wales Divisions,male,25-29,25,29,"4,457","3,057"
Hume,New South Wales Divisions,male,30-34,30,34,"4,518","3,087"
Hume,New South Wales Divisions,male,35-39,35,39,"4,440","3,056"
Hume,New South Wales Divisions,male,40-44,40,44,"4,668","3,377"
Hume,New South Wales Divisions,male,45-49,45,49,"4,975","3,713"
